ENT,MUN,LOC50K,ID_VIV,COBERTURA,ESTRATO,UPM,FACTOR,CLAVIVP,ID_MII,MPER,MCONRES,MSEXO,MEDAD,MFECEMIM,MFECEMIA,MCAUSAEMIG_V,MLUGORI_C,MPAIDES_C,MPAIRES,MFECRETM,MFECRETA,MCAUSARETO_V,MCONRESACT,MPERLS,TAMLOC
09,007,0001,090070001831,2,09-007-0001-00,00056,79,01,09007000183101,01,1,1,40,05,2019,0102,009,250,2,,,,,,5
09,007,0001,090070001965,2,09-007-0001-00,00059,79,02,09007000196501,01,1,1,35,01,2016,0101,009,221,1,,,,,,5
09,007,0001,090070001973,2,09-007-0001-00,00059,79,02,09007000197301,01,1,1,999,99,9999,9999,999,999,9,,,,,,5
09,007,0001,090070002021,2,09-007-0001-00,00060,79,02,09007000202101,01,1,3,37,07,2016,0401,009,221,1,,,,,,5
09,007,0001,090070002132,2,09-007-0001-00,00061,79,01,09007000213201,01,1,1,45,01,2020,0102,009,221,1,,,,,,5
09,007,0001,090070002132,2,09-007-0001-00,00061,79,01,09007000213202,02,1,1,59,01,2020,0102,009,221,1,,,,,,5
09,007,0001,090070002153,2,09-007-0001-00,00062,94,01,09007000215301,01,1,3,36,10,2018,0501,009,221,3,05,2019,0301,3,,5
09,007,0001,090070002178,2,09-007-0001-00,00063,79,01,09007000217801,01,1,1,34,05,2016,0102,009,213,2,,,,,,5
09,007,0001,090070002405,2,09-007-0001-00,00071,85,01,09007000240501,01,1,3,21,03,2019,0501,009,402,3,02,2020,0501,3,,5
09,007,0001,090070002407,2,09-007-0001-00,00071,85,01,09007000240701,01,1,1,25,01,2020,0401,009,436,2,,,,,,5
09,007,0001,090070002587,2,09-007-0001-00,00079,79,02,09007000258701,01,1,1,26,12,2015,0101,030,221,3,12,2016,0301,3,,5
09,007,0001,090070002587,2,09-007-0001-00,00079,79,02,09007000258702,02,1,1,25,11,2015,0101,030,221,3,01,2020,0301,3,,5
09,007,0001,090070002883,2,09-007-0001-00,00084,79,02,09007000288301,01,1,1,31,03,2017,0101,009,221,1,,,,,,5
09,007,0001,090070002885,2,09-007-0001-00,00084,79,02,09007000288501,01,1,1,48,03,2015,0101,009,221,3,10,2017,0102,1,01,5
09,007,0001,090070003084,2,09-007-0001-00,00089,81,01,09007000308401,02,1,1,10,07,2019,0301,009,221,1,,,,,,5
09,007,0001,090070003084,2,09-007-0001-00,00089,81,01,09007000308402,03,1,1,8,07,2019,0301,009,221,1,,,,,,5
09,007,0001,090070003084,2,09-007-0001-00,00089,81,01,09007000308403,01,1,3,25,06,2019,0409,009,221,1,,,,,,5
09,007,0001,090070003476,2,09-007-0001-00,00096,79,01,09007000347601,01,1,1,38,01,2019,0101,009,211,2,,,,,,5
09,007,0001,090070003819,2,09-007-0001-00,00104,79,02,09007000381901,01,1,3,31,04,2016,0401,009,402,2,,,,,,5
09,007,0001,090070003922,2,09-007-0001-00,00107,79,01,09007000392201,01,1,3,27,04,2015,0401,009,221,1,,,,,,5
09,007,0001,090070003947,2,09-007-0001-00,00109,86,04,09007000394701,01,1,3,47,99,9999,9999,999,999,9,,,,,,5
09,007,0001,090070004046,2,09-007-0001-00,00115,84,04,09007000404601,01,1,3,25,04,2019,0501,009,214,2,,,,,,5
09,007,0001,090070004111,2,09-007-0001-00,00120,82,01,09007000411101,01,1,3,999,99,9999,9999,999,999,9,,,,,,5
09,007,0001,090070004130,2,09-007-0001-00,00120,82,01,09007000413001,01,1,1,17,04,2017,0101,009,213,2,,,,,,5
09,007,0001,090070004259,2,09-007-0001-00,00123,83,01,09007000425901,01,1,1,38,10,2019,0301,009,221,1,,,,,,5
09,007,0001,090070004267,2,09-007-0001-00,00123,83,01,09007000426701,01,1,1,30,09,2018,0102,009,221,1,,,,,,5
09,007,0001,090070004332,2,09-007-0001-00,00124,79,01,09007000433201,01,1,1,58,12,2017,0401,009,214,2,,,,,,5
09,007,0001,090070004335,2,09-007-0001-00,00124,79,01,09007000433501,01,1,3,23,08,2016,0501,009,214,3,12,2016,0501,1,02,5
09,007,0001,090070004409,2,09-007-0001-00,00128,84,02,09007000440901,01,1,1,16,10,2018,0301,009,221,9,,,,,,5
09,007,0001,090070004524,2,09-007-0001-00,00131,78,04,09007000452401,01,1,1,26,08,2016,0501,009,520,2,,,,,,5
09,007,0001,090070004622,2,09-007-0001-00,00138,79,01,09007000462201,01,1,1,28,08,2019,0501,009,415,2,,,,,,5
09,007,0001,090070004631,2,09-007-0001-00,00138,79,01,09007000463101,01,1,3,20,01,2016,0501,009,415,3,01,2017,0301,1,05,5
09,007,0001,090070004631,2,09-007-0001-00,00138,79,01,09007000463102,02,1,3,21,07,2015,0501,009,415,3,08,2016,0301,1,04,5
09,007,0001,090070004730,2,09-007-0001-00,00142,79,04,09007000473001,01,1,1,30,11,2017,0102,009,221,1,,,,,,5
09,007,0001,090070004762,2,09-007-0001-00,00144,79,01,09007000476201,01,1,1,23,05,2016,0501,009,402,2,,,,,,5
09,007,0001,090070004825,2,09-007-0001-00,00150,79,01,09007000482501,01,1,1,30,12,2016,0101,009,221,2,,,,,,5
09,007,0001,090070004878,2,09-007-0001-00,00155,79,01,09007000487801,01,1,1,45,07,2015,0102,009,219,3,08,2015,0103,1,01,5
09,007,0001,090070004917,2,09-007-0001-00,00156,84,04,09007000491701,01,1,3,18,10,2017,9999,009,221,3,10,2017,9999,1,04,5
09,007,0001,090070004917,2,09-007-0001-00,00156,84,04,09007000491702,02,1,3,9,10,2017,9999,009,221,3,10,2018,0301,1,04,5
09,007,0001,090070005089,2,09-007-0001-00,00161,84,04,09007000508901,01,1,3,24,05,2018,0101,009,999,9,,,,,,5
09,007,0001,090070005414,2,09-007-0001-00,00172,79,01,09007000541401,01,1,1,33,06,2019,0101,009,423,2,,,,,,5
09,007,0001,090070005553,2,09-007-0001-00,00178,85,04,09007000555301,01,1,1,34,03,2019,0401,009,221,3,99,9999,9999,9,,5
09,007,0001,090070005584,2,09-007-0001-00,00178,85,04,09007000558401,01,1,3,21,09,2016,0501,009,437,3,02,2017,0501,1,03,5
09,007,0001,090070005597,2,09-007-0001-00,00179,79,04,09007000559701,01,1,3,55,01,2016,0101,009,221,1,,,,,,5
09,007,0001,090070005684,2,09-007-0001-00,00180,82,01,09007000568401,01,1,1,55,03,2019,0101,009,221,1,,,,,,5
09,007,0001,090070005869,2,09-007-0001-00,00185,81,04,09007000586901,01,1,1,31,03,2017,0101,009,221,1,,,,,,5
09,008,0001,090080000008,2,09-008-0001-00,00001,13,02,09008000000801,01,1,3,42,03,2015,0401,009,221,1,,,,,,5
09,008,0001,090080000016,2,09-008-0001-00,00001,13,02,09008000001601,01,1,1,30,01,2017,0102,009,436,2,,,,,,5
09,008,0001,090080000027,2,09-008-0001-00,00001,13,02,09008000002701,01,1,3,999,99,9999,9999,999,999,9,,,,,,5
09,008,0001,090080000053,2,09-008-0001-00,00001,13,01,09008000005301,01,1,3,75,12,2018,9999,999,999,9,,,,,,5
09,008,0001,090080000084,2,09-008-0001-00,00001,13,02,09008000008401,01,1,1,37,06,2018,0501,009,325,2,,,,,,5
09,008,0001,090080000149,2,09-008-0001-00,00005,15,04,09008000014901,01,1,1,28,99,9999,9999,999,999,9,,,,,,5
09,008,0001,090080000176,2,09-008-0001-00,00006,14,01,09008000017601,01,1,1,30,05,2016,0501,009,221,3,06,2019,0401,3,,5
09,008,0001,090080000231,2,09-008-0001-00,00009,13,01,09008000023101,01,1,1,999,99,9999,9999,999,999,9,,,,,,5
09,008,0001,090080000286,2,09-008-0001-00,00015,17,02,09008000028601,01,1,3,27,09,2017,0501,009,415,2,,,,,,5
09,008,0001,090080000301,2,09-008-0001-00,00015,17,02,09008000030101,01,1,3,26,01,2016,0501,009,439,3,02,2018,0502,3,,5
09,008,0001,090080000313,2,09-008-0001-00,00015,17,02,09008000031301,01,1,1,21,08,2016,0501,009,221,3,12,2016,0502,1,04,5
09,008,0001,090080000421,2,09-008-0001-00,00016,13,01,09008000042101,01,1,1,38,11,2019,0101,009,213,2,,,,,,5
09,008,0001,090080000623,2,09-008-0001-00,00018,13,01,09008000062301,01,1,1,34,07,2018,0102,009,221,1,,,,,,5
09,008,0001,090080000654,2,09-008-0001-00,00021,13,01,09008000065401,01,1,3,25,09,2017,0101,009,436,2,,,,,,5
09,008,0001,090080000655,2,09-008-0001-00,00021,13,02,09008000065501,01,1,3,23,08,2016,0501,009,415,3,08,2019,0502,1,02,5
09,008,0001,090080000660,2,09-008-0001-00,00021,13,02,09008000066001,01,1,1,34,09,2015,0301,009,402,2,,,,,,5
09,008,0001,090080000683,2,09-008-0001-00,00021,13,02,09008000068301,01,1,3,45,06,9999,9999,999,999,9,,,,,,5
09,008,0001,090080000685,2,09-008-0001-00,00021,13,02,09008000068501,02,1,1,37,10,2019,0101,009,221,1,,,,,,5
09,008,0001,090080000780,2,09-008-0001-00,00022,17,02,09008000078001,01,1,1,25,07,2015,0409,009,221,1,,,,,,5
09,008,0001,090080000819,2,09-008-0001-00,00022,17,01,09008000081901,01,1,3,43,08,2019,0401,009,221,2,,,,,,5
09,008,0001,090080000855,2,09-008-0001-00,00022,17,02,09008000085501,01,1,3,24,10,2016,0102,009,221,1,,,,,,5
09,008,0001,090080000904,2,09-008-0001-00,00024,13,01,09008000090401,01,1,1,25,09,2015,0501,009,439,2,,,,,,5
09,008,0001,090080000910,2,09-008-0001-00,00024,13,02,09008000091001,01,1,1,21,10,2018,0501,009,446,3,10,2019,0501,1,03,5
09,008,0001,090080000922,2,09-008-0001-00,00024,13,01,09008000092201,01,1,1,29,02,2016,0501,009,439,3,02,2019,0301,1,01,5
09,008,0001,090080001099,2,09-008-0001-00,00028,13,01,09008000109901,02,1,1,20,12,2015,0101,009,221,1,,,,,,5
09,008,0001,090080001158,2,09-008-0001-00,00031,13,01,09008000115801,01,1,1,56,03,9999,9999,999,999,9,,,,,,5
09,008,0001,090080001254,2,09-008-0001-00,00036,20,04,09008000125401,01,1,3,26,10,2015,0301,009,221,1,,,,,,5
09,008,0001,090080001263,2,09-008-0001-00,00036,20,04,09008000126301,01,1,1,60,09,2018,0102,002,415,2,,,,,,5
09,008,0001,090080001263,2,09-008-0001-00,00036,20,04,09008000126302,02,1,3,26,08,2018,0501,009,415,2,,,,,,5
09,008,0001,090080001310,2,09-008-0001-00,00037,15,01,09008000131001,01,1,1,21,01,2019,0501,009,415,3,09,2019,0502,1,05,5
09,008,0001,090080001312,2,09-008-0001-00,00037,15,01,09008000131201,01,1,1,25,08,2017,0501,009,415,2,,,,,,5
09,008,0001,090080001481,2,09-008-0001-00,00041,13,01,09008000148101,01,1,1,22,02,2018,0501,009,221,1,,,,,,5
09,008,0001,090080001653,2,09-008-0001-00,00044,14,01,09008000165301,01,1,3,36,03,2020,0501,009,211,2,,,,,,5
09,008,0001,090080001667,2,09-008-0001-00,00044,14,02,09008000166701,01,1,1,23,07,2018,0501,009,436,3,07,2019,0502,1,03,5
09,008,0001,090080001670,2,09-008-0001-00,00044,14,01,09008000167001,01,1,3,18,08,2019,0501,009,419,3,12,2019,0502,1,04,5
09,008,0001,090080001851,2,09-008-0001-00,00049,12,02,09008000185101,01,1,1,30,99,9999,9999,999,999,9,,,,,,5
09,008,0001,090080001956,2,09-008-0001-00,00051,12,02,09008000195601,01,1,1,15,07,2018,0501,009,221,3,05,2019,0301,1,02,5
09,008,0001,090080001966,2,09-008-0001-00,00051,12,01,09008000196601,01,1,1,14,09,2016,0501,009,213,2,,,,,,5
09,008,0001,090080002047,2,09-008-0001-00,00051,12,02,09008000204701,01,1,1,49,03,2015,0101,009,221,1,,,,,,5
09,008,0001,090080002137,2,09-008-0001-00,00053,13,02,09008000213701,01,1,1,17,01,2018,0501,009,419,3,05,2018,0301,1,04,5
09,008,0001,090080002137,2,09-008-0001-00,00053,13,02,09008000213702,02,1,3,17,01,2017,0501,009,425,3,05,2017,0301,1,03,5
09,008,0001,090080002205,2,09-008-0001-00,00055,14,02,09008000220501,01,1,3,18,06,2018,0501,009,439,2,,,,,,5
09,008,0001,090080002205,2,09-008-0001-00,00055,14,02,09008000220502,02,1,1,18,02,2019,0501,009,439,2,,,,,,5
09,008,0001,090080002242,2,09-008-0001-00,00057,14,04,09008000224201,01,1,1,33,01,2018,0102,009,425,3,12,2018,0301,1,04,5
09,008,0001,090080002249,2,09-008-0001-00,00057,14,04,09008000224901,01,1,3,26,08,2018,0501,009,436,2,,,,,,5
09,008,0001,090080002264,2,09-008-0001-00,00057,14,04,09008000226401,01,1,1,29,03,2018,0501,009,425,3,02,2020,0501,1,01,5
09,008,0001,090080002443,2,09-008-0001-00,00061,13,01,09008000244301,01,1,1,77,12,2018,0301,009,221,3,01,2019,0301,3,,5
09,008,0001,090080003029,2,09-008-0001-00,00073,12,02,09008000302901,01,1,1,52,06,2017,0102,009,221,1,,,,,,5
09,008,0001,090080003079,2,09-008-0001-00,00074,13,02,09008000307901,01,1,3,37,03,2015,0401,009,221,3,12,2018,0401,1,02,5
09,008,0001,090080003565,2,09-008-0001-00,00087,13,01,09008000356501,01,1,1,21,07,2015,0101,009,221,1,,,,,,5
09,008,0001,090080003598,2,09-008-0001-00,00087,13,02,09008000359801,01,1,1,32,03,2015,0101,009,221,1,,,,,,5
09,008,0001,090080003637,2,09-008-0001-00,00089,12,02,09008000363701,01,1,1,20,07,2016,0101,009,221,1,,,,,,5
09,008,0001,090080003723,2,09-008-0001-00,00094,12,04,09008000372301,01,1,3,25,11,2017,0409,009,221,1,,,,,,5
09,008,0001,090080003897,2,09-008-0001-00,00096,13,02,09008000389701,01,1,1,35,12,2015,0101,009,221,1,,,,,,5
09,008,0001,090080003951,2,09-008-0001-00,00096,13,02,09008000395101,01,1,3,17,07,2017,0402,009,221,1,,,,,,5
09,008,0001,090080004166,2,09-008-0001-00,00100,14,02,09008000416601,01,1,1,26,11,2016,0101,009,221,1,,,,,,5
09,008,0001,090080004218,2,09-008-0001-00,00101,13,02,09008000421801,01,1,1,30,06,2015,0101,009,221,9,,,,,,5
09,008,0001,090080004462,2,09-008-0001-00,00107,14,02,09008000446201,01,1,3,19,02,2020,0102,009,221,1,,,,,,5
09,008,0001,090080004497,2,09-008-0001-00,00109,18,02,09008000449701,01,1,1,23,01,2017,0101,009,221,1,,,,,,5
09,008,0001,090080004659,2,09-008-0001-00,00114,15,01,09008000465901,01,1,1,48,03,2017,0102,009,221,1,,,,,,5
09,008,0000,090080005287,2,09-008-0000-03,00004,2,01,09008000528701,01,1,3,23,11,2015,0101,009,221,1,,,,,,1
09,008,0000,090080005315,2,09-008-0000-03,00005,1,01,09008000531501,01,1,1,40,10,2018,0101,009,221,1,,,,,,1
09,009,0000,090090000255,2,09-009-0000-06,00015,12,01,09009000025501,01,1,1,15,08,2016,0501,009,221,1,,,,,,3
09,009,0000,090090000343,2,09-009-0000-06,00020,11,01,09009000034301,01,1,3,50,06,2018,0401,009,221,1,,,,,,3
09,009,0000,090090000373,2,09-009-0000-06,00020,11,02,09009000037301,01,1,1,26,05,2015,0102,009,221,1,,,,,,3
09,009,0000,090090000395,2,09-009-0000-06,00020,11,01,09009000039501,01,1,1,31,08,2018,0501,009,217,2,,,,,,3
09,009,0000,090090001413,2,09-009-0000-06,00047,12,02,09009000141301,01,1,3,31,01,2016,0101,009,221,3,03,2019,0301,1,02,3
09,009,0000,090090001640,2,09-009-0000-06,00052,10,01,09009000164001,01,1,1,29,99,9999,9999,999,999,9,,,,,,3
09,009,0000,090090002263,2,09-009-0000-03,00007,18,01,09009000226301,01,1,1,39,10,2017,0101,009,221,1,,,,,,1
09,009,0000,090090002307,2,09-009-0000-03,00009,18,01,09009000230701,01,1,1,24,06,9999,9999,999,999,9,,,,,,1
09,009,0000,090090002392,2,09-009-0000-03,00013,17,02,09009000239201,01,1,1,20,06,2018,0501,009,213,3,02,2020,0301,3,,1
09,010,0001,090100000077,2,09-010-0001-00,00002,65,04,09010000007701,01,1,3,31,10,2019,0801,009,250,2,,,,,,5
09,010,0001,090100000135,2,09-010-0001-00,00002,65,04,09010000013501,01,1,3,26,09,2015,0102,009,419,3,05,2016,0103,1,01,5
09,010,0001,090100000139,2,09-010-0001-00,00002,65,04,09010000013901,01,1,3,27,01,2018,0501,009,520,3,03,2019,0301,3,,5
09,010,0001,090100000145,2,09-010-0001-00,00002,65,04,09010000014501,01,1,3,26,07,2016,0102,009,221,3,08,2017,0101,1,01,5
09,010,0001,090100000145,2,09-010-0001-00,00002,65,04,09010000014502,02,1,1,24,08,2016,0102,009,221,3,08,2017,0102,1,99,5
09,010,0001,090100000152,2,09-010-0001-00,00002,65,04,09010000015201,01,1,1,22,05,2016,0102,019,221,1,,,,,,5
09,010,0001,090100000156,2,09-010-0001-00,00002,65,04,09010000015601,01,1,3,25,02,2018,0501,009,423,3,09,2019,0101,1,02,5
09,010,0001,090100000163,2,09-010-0001-00,00002,65,04,09010000016301,01,1,1,27,02,2018,0102,009,415,3,05,2018,0102,3,,5
09,010,0001,090100000209,2,09-010-0001-00,00003,37,04,09010000020901,01,1,1,37,01,2020,0402,009,999,9,,,,,,5
09,010,0001,090100000347,2,09-010-0001-00,00003,37,04,09010000034701,01,1,1,56,10,2019,0102,009,221,1,,,,,,5
09,010,0001,090100000347,2,09-010-0001-00,00003,37,04,09010000034702,02,1,3,18,08,2019,0501,009,221,1,,,,,,5
09,010,0001,090100000361,2,09-010-0001-00,00003,37,04,09010000036101,01,1,1,37,12,2019,0102,009,221,1,,,,,,5
09,010,0001,090100000413,2,09-010-0001-00,00003,37,04,09010000041301,01,1,1,22,01,2020,0501,009,415,2,,,,,,5
09,010,0001,090100000418,2,09-010-0001-00,00003,37,04,09010000041801,01,1,3,57,09,2017,0301,009,221,1,,,,,,5
09,010,0001,090100000448,2,09-010-0001-00,00003,37,04,09010000044801,01,1,1,24,10,2019,0101,009,213,2,,,,,,5
09,010,0001,090100000580,2,09-010-0001-00,00008,39,01,09010000058001,01,1,3,23,07,2019,0101,009,221,1,,,,,,5
09,010,0001,090100000584,2,09-010-0001-00,00008,39,01,09010000058401,01,1,1,27,08,2016,0501,009,221,3,08,2018,0301,3,,5
09,010,0001,090100000863,2,09-010-0001-00,00013,37,01,09010000086301,01,1,1,28,07,2017,0101,009,221,1,,,,,,5
09,010,0001,090100001162,2,09-010-0001-00,00022,73,02,09010000116201,01,1,1,20,04,2015,0101,009,221,1,,,,,,5
09,010,0001,090100001398,2,09-010-0001-00,00030,39,02,09010000139801,01,1,1,28,07,2018,0102,009,402,2,,,,,,5
09,010,0001,090100001469,2,09-010-0001-00,00031,38,02,09010000146901,01,1,3,11,02,2018,0501,009,221,1,,,,,,5
09,010,0001,090100001469,2,09-010-0001-00,00031,38,02,09010000146902,02,1,3,10,02,2018,0501,009,221,1,,,,,,5
09,010,0001,090100001584,2,09-010-0001-00,00032,38,02,09010000158401,01,1,1,45,12,2019,0102,009,221,3,01,2020,0301,3,,5
09,010,0001,090100001710,2,09-010-0001-00,00035,40,04,09010000171001,01,1,1,39,02,2017,0101,009,215,3,12,2019,0403,1,03,5
09,010,0001,090100001749,2,09-010-0001-00,00035,40,04,09010000174901,01,1,3,32,02,2019,0609,009,221,1,,,,,,5
09,010,0001,090100001749,2,09-010-0001-00,00035,40,04,09010000174902,02,1,3,28,02,2018,0609,009,221,1,,,,,,5
09,010,0001,090100001785,2,09-010-0001-00,00035,40,04,09010000178501,01,1,1,23,06,2018,0501,009,213,3,08,2018,0501,1,02,5
09,010,0001,090100001988,2,09-010-0001-00,00040,39,01,09010000198801,01,1,1,50,99,9999,9999,999,999,9,,,,,,5
09,010,0001,090100002011,2,09-010-0001-00,00040,39,01,09010000201101,01,1,3,40,01,2019,0101,009,999,9,,,,,,5
09,010,0001,090100002181,2,09-010-0001-00,00044,52,01,09010000218101,01,1,1,27,02,2016,0101,009,501,2,,,,,,5
09,010,0001,090100002214,2,09-010-0001-00,00047,39,01,09010000221401,01,1,3,23,06,2018,0501,009,213,2,,,,,,5
09,010,0001,090100002223,2,09-010-0001-00,00047,39,01,09010000222301,01,1,1,25,03,2015,0401,009,436,2,,,,,,5
09,010,0001,090100002236,2,09-010-0001-00,00048,39,02,09010000223601,01,1,1,24,07,2017,0501,009,425,2,,,,,,5
09,010,0001,090100002236,2,09-010-0001-00,00048,39,02,09010000223602,02,1,1,22,07,2018,0501,009,415,2,,,,,,5
09,010,0001,090100002258,2,09-010-0001-00,00048,39,02,09010000225801,01,1,3,48,07,2017,0102,009,221,1,,,,,,5
09,010,0001,090100002258,2,09-010-0001-00,00048,39,02,09010000225802,02,1,1,48,07,2017,0102,009,221,1,,,,,,5
09,010,0001,090100002260,2,09-010-0001-00,00048,39,02,09010000226001,01,1,1,19,07,2018,0501,009,419,2,,,,,,5
09,010,0001,090100002262,2,09-010-0001-00,00048,39,02,09010000226201,01,1,3,20,10,2016,0501,009,439,3,06,2019,0301,1,03,5
09,010,0001,090100002262,2,09-010-0001-00,00048,39,02,09010000226202,02,1,3,19,08,2015,0501,009,419,3,05,2018,0301,1,04,5
09,010,0001,090100002293,2,09-010-0001-00,00051,37,01,09010000229301,01,1,3,17,08,2015,0501,017,213,3,06,2016,0501,1,04,5
09,010,0001,090100002376,2,09-010-0001-00,00053,37,02,09010000237601,01,1,1,19,08,2019,0102,009,213,2,,,,,,5
09,010,0001,090100002380,2,09-010-0001-00,00054,37,01,09010000238001,01,1,3,70,04,2019,0601,009,415,2,,,,,,5
09,010,0001,090100002414,2,09-010-0001-00,00056,40,01,09010000241401,01,1,3,25,04,2015,9999,009,439,2,,,,,,5
09,010,0001,090100002414,2,09-010-0001-00,00056,40,01,09010000241402,02,1,1,34,09,2019,0102,009,402,2,,,,,,5
09,010,0001,090100002445,2,09-010-0001-00,00056,40,01,09010000244501,01,1,3,22,09,2016,0501,009,415,3,06,2019,0101,3,,5
09,010,0001,090100002445,2,09-010-0001-00,00056,40,01,09010000244502,02,1,3,25,10,2018,0101,009,415,2,,,,,,5
09,010,0001,090100002454,2,09-010-0001-00,00056,40,01,09010000245401,01,1,3,19,08,2019,0501,009,425,3,12,2019,0501,1,04,5
09,010,0001,090100002454,2,09-010-0001-00,00056,40,01,09010000245402,02,1,3,21,01,2020,0102,009,501,2,,,,,,5
09,010,0001,090100002623,2,09-010-0001-00,00062,40,04,09010000262301,01,1,1,2,01,2018,0306,009,239,2,,,,,,5
09,010,0001,090100002657,2,09-010-0001-00,00062,40,04,09010000265701,01,1,1,57,06,2016,0409,009,237,2,,,,,,5
09,010,0001,090100002671,2,09-010-0001-00,00063,52,02,09010000267101,01,1,3,26,08,2017,0501,009,439,2,,,,,,5
09,010,0001,090100002674,2,09-010-0001-00,00063,52,01,09010000267401,01,1,3,23,07,2018,0501,009,419,3,07,2019,0301,1,05,5
09,010,0001,090100002677,2,09-010-0001-00,00063,52,01,09010000267701,01,1,1,27,09,2019,0501,009,415,2,,,,,,5
09,010,0001,090100002686,2,09-010-0001-00,00063,52,01,09010000268601,01,1,1,14,07,2018,0501,009,221,3,05,2019,0301,1,03,5
09,010,0001,090100002722,2,09-010-0001-00,00064,45,01,09010000272201,01,1,3,24,08,2017,0501,009,415,2,,,,,,5
09,010,0001,090100002730,2,09-010-0001-00,00064,45,01,09010000273001,01,1,3,46,08,9999,9999,999,999,9,,,,,,5
09,010,0001,090100002795,2,09-010-0001-00,00066,37,02,09010000279501,01,1,3,18,09,2016,0501,009,213,3,06,2018,0301,1,03,5
09,010,0001,090100002808,2,09-010-0001-00,00067,49,02,09010000280801,01,1,3,19,07,2016,0501,009,415,2,,,,,,5
09,010,0001,090100002817,2,09-010-0001-00,00067,49,01,09010000281701,01,1,3,26,08,2018,0501,009,415,2,,,,,,5
09,010,0001,090100002832,2,09-010-0001-00,00067,49,01,09010000283201,01,1,3,26,07,2015,0301,009,221,1,,,,,,5
09,010,0001,090100002845,2,09-010-0001-00,00067,49,02,09010000284501,01,1,1,27,08,2019,0501,009,439,2,,,,,,5
09,010,0001,090100002850,2,09-010-0001-00,00067,49,02,09010000285001,01,1,3,42,07,2019,0102,009,221,1,,,,,,5
09,010,0001,090100002900,2,09-010-0001-00,00068,44,01,09010000290001,01,1,3,21,08,2018,0501,009,415,3,08,2019,0501,1,04,5
09,010,0001,090100002910,2,09-010-0001-00,00068,44,01,09010000291001,01,1,1,27,03,2017,0501,009,415,3,10,2019,0101,1,03,5
09,010,0001,090100002950,2,09-010-0001-00,00070,38,02,09010000295001,01,1,1,28,03,2015,0501,009,501,3,02,2016,0301,1,05,5
09,010,0001,090100003161,2,09-010-0001-00,00072,40,02,09010000316101,01,1,3,40,08,2016,0601,009,221,1,,,,,,5
09,010,0001,090100003475,2,09-010-0001-00,00082,38,02,09010000347501,01,1,3,5,09,2015,0306,009,221,1,,,,,,5
09,010,0001,090100003873,2,09-010-0001-00,00088,40,02,09010000387301,01,1,3,24,09,2018,0101,009,221,1,,,,,,5
09,010,0001,090100003873,2,09-010-0001-00,00088,40,02,09010000387302,02,1,1,29,10,2018,0101,009,221,1,,,,,,5
09,010,0001,090100003873,2,09-010-0001-00,00088,40,02,09010000387303,03,1,3,11,09,2018,0306,009,221,1,,,,,,5
09,010,0001,090100003873,2,09-010-0001-00,00088,40,02,09010000387304,04,1,1,7,09,2018,0301,009,221,1,,,,,,5
09,010,0001,090100003877,2,09-010-0001-00,00088,40,01,09010000387701,01,1,1,33,08,2019,0101,009,221,9,,,,,,5
09,010,0001,090100003962,2,09-010-0001-00,00091,37,02,09010000396201,01,1,1,23,08,2015,0101,009,221,1,,,,,,5
09,010,0001,090100003974,2,09-010-0001-00,00091,37,02,09010000397401,01,1,1,37,03,2019,0102,009,213,2,,,,,,5
09,010,0001,090100004151,2,09-010-0001-00,00094,45,02,09010000415101,01,1,3,25,10,2018,0501,009,204,2,,,,,,5
09,010,0001,090100004155,2,09-010-0001-00,00094,45,02,09010000415501,01,1,3,23,07,2015,0502,009,402,2,,,,,,5
09,010,0001,090100004155,2,09-010-0001-00,00094,45,02,09010000415502,02,1,1,31,01,2020,0102,009,415,2,,,,,,5
09,010,0001,090100004204,2,09-010-0001-00,00097,37,04,09010000420401,01,1,1,34,03,2019,0301,009,214,2,,,,,,5
09,010,0001,090100004520,2,09-010-0001-00,00102,40,02,09010000452001,01,1,1,50,04,2016,0101,009,221,1,,,,,,5
09,010,0001,090100004529,2,09-010-0001-00,00102,40,02,09010000452901,01,1,3,31,12,2018,0402,009,221,1,,,,,,5
09,010,0001,090100004529,2,09-010-0001-00,00102,40,02,09010000452902,02,1,3,5,12,2018,0301,009,221,1,,,,,,5
09,010,0001,090100004533,2,09-010-0001-00,00102,40,02,09010000453301,01,1,3,39,07,2019,0402,009,221,1,,,,,,5
09,010,0001,090100004652,2,09-010-0001-00,00104,48,04,09010000465201,01,1,3,27,07,2017,0501,009,501,3,12,2018,0502,1,02,5
09,010,0001,090100004652,2,09-010-0001-00,00104,48,04,09010000465202,02,1,1,31,03,2017,0301,009,501,3,12,2018,0307,1,01,5
09,010,0001,090100004654,2,09-010-0001-00,00104,48,04,09010000465401,01,1,3,28,07,2019,0501,009,221,1,,,,,,5
09,010,0001,090100004671,2,09-010-0001-00,00104,48,04,09010000467101,02,1,1,26,03,2019,0102,009,221,1,,,,,,5
09,010,0001,090100004671,2,09-010-0001-00,00104,48,04,09010000467102,01,1,1,50,04,2015,0102,009,214,3,03,2018,0103,3,,5
09,010,0001,090100004684,2,09-010-0001-00,00104,48,04,09010000468401,01,1,3,70,09,2017,0909,009,250,3,11,2017,0603,1,02,5
09,010,0001,090100004727,2,09-010-0001-00,00106,42,02,09010000472701,01,1,1,33,06,2015,0101,009,239,3,07,2015,0103,3,,5
