ENT,MUN,LOC50K,ID_VIV,COBERTURA,ESTRATO,UPM,FACTOR,CLAVIVP,ID_MII,MPER,MCONRES,MSEXO,MEDAD,MFECEMIM,MFECEMIA,MCAUSAEMIG_V,MLUGORI_C,MPAIDES_C,MPAIRES,MFECRETM,MFECRETA,MCAUSARETO_V,MCONRESACT,MPERLS,TAMLOC
09,003,0001,090030004964,2,09-003-0001-00,00134,33,01,09003000496401,01,1,1,27,09,2015,0101,009,213,3,10,2016,0301,3,,5
09,003,0001,090030004968,2,09-003-0001-00,00134,33,01,09003000496801,01,1,1,23,04,2019,0101,009,221,3,09,2019,0301,1,03,5
09,003,0001,090030004984,2,09-003-0001-00,00135,34,01,09003000498401,01,1,3,20,02,2018,0501,009,221,3,07,2019,0501,3,,5
09,003,0001,090030004993,2,09-003-0001-00,00135,34,01,09003000499301,01,1,3,7,08,2017,0301,009,221,1,,,,,,5
09,003,0001,090030005044,2,09-003-0001-00,00137,33,04,09003000504401,01,1,3,26,03,2019,0301,009,415,2,,,,,,5
09,003,0001,090030005115,2,09-003-0001-00,00141,34,04,09003000511501,01,1,1,24,99,9999,9999,999,999,9,,,,,,5
09,003,0001,090030005121,2,09-003-0001-00,00141,34,04,09003000512101,01,1,1,30,07,2015,0102,009,213,2,,,,,,5
09,003,0001,090030005183,2,09-003-0001-00,00144,33,04,09003000518301,01,1,3,27,09,2019,0501,009,419,2,,,,,,5
09,003,0001,090030005197,2,09-003-0001-00,00144,33,04,09003000519701,01,1,3,24,03,2019,0501,013,423,2,,,,,,5
09,003,0001,090030005202,2,09-003-0001-00,00144,33,04,09003000520201,01,1,1,36,10,2016,0102,009,221,3,12,2017,0102,1,01,5
09,003,0001,090030005206,2,09-003-0001-00,00144,33,04,09003000520601,01,1,3,999,99,9999,9999,999,999,9,,,,,,5
09,003,0001,090030005213,2,09-003-0001-00,00145,33,04,09003000521301,01,1,3,33,11,2019,0102,009,425,2,,,,,,5
09,003,0001,090030005230,2,09-003-0001-00,00145,33,04,09003000523001,01,1,3,54,02,2019,0301,009,402,2,,,,,,5
09,003,0001,090030005230,2,09-003-0001-00,00145,33,04,09003000523002,02,1,1,23,02,2019,0102,009,402,2,,,,,,5
09,003,0001,090030005242,2,09-003-0001-00,00145,33,04,09003000524201,01,1,1,26,09,2017,0501,009,415,2,,,,,,5
09,004,0001,090040000452,2,09-004-0001-00,00006,34,01,09004000045201,01,1,1,34,01,2016,0501,009,213,2,,,,,,5
09,004,0001,090040000589,2,09-004-0001-00,00010,100,04,09004000058901,01,1,1,22,08,2018,0501,022,415,3,01,2019,9999,1,01,5
09,004,0001,090040000602,2,09-004-0001-00,00010,100,04,09004000060201,01,1,1,20,12,2016,0101,009,221,3,11,2017,0103,1,01,5
09,004,0001,090040000847,2,09-004-0001-00,00011,21,01,09004000084701,01,1,1,999,99,9999,9999,999,999,9,,,,,,5
09,004,0001,090040000925,2,09-004-0001-00,00013,19,04,09004000092501,01,1,1,40,12,2017,0301,009,221,1,,,,,,5
09,004,0001,090040000932,2,09-004-0001-00,00013,19,04,09004000093201,01,1,3,26,07,2017,0501,009,221,1,,,,,,5
09,004,0001,090040001088,2,09-004-0001-00,00017,21,02,09004000108801,01,1,1,29,09,2017,0101,009,999,9,,,,,,5
09,004,0001,090040001196,2,09-004-0001-00,00020,20,01,09004000119601,01,1,1,46,03,2016,0102,009,221,1,,,,,,5
09,004,0001,090040001240,2,09-004-0001-00,00021,20,02,09004000124001,01,1,1,19,08,2017,9999,009,237,3,09,2017,0301,1,03,5
09,004,0001,090040001301,2,09-004-0001-00,00025,51,04,09004000130101,02,1,3,25,01,2016,0501,009,439,3,01,2017,0101,1,02,5
09,004,0001,090040001301,2,09-004-0001-00,00025,51,04,09004000130102,01,1,1,26,01,2016,0501,009,439,3,01,2017,0101,1,01,5
09,004,0001,090040001304,2,09-004-0001-00,00025,51,04,09004000130401,01,1,3,21,01,2016,0501,009,419,3,06,2016,0501,1,02,5
09,004,0001,090040001304,2,09-004-0001-00,00025,51,04,09004000130402,02,1,3,22,01,2018,0501,009,330,3,06,2018,0501,1,03,5
09,004,0001,090040001313,2,09-004-0001-00,00025,51,04,09004000131301,01,1,3,28,08,2019,0501,009,221,3,01,2020,0502,1,01,5
09,004,0001,090040001315,2,09-004-0001-00,00025,51,04,09004000131501,01,1,3,21,01,2017,0501,009,419,3,01,2018,0501,1,01,5
09,004,0001,090040001331,2,09-004-0001-00,00025,51,04,09004000133101,01,1,1,26,12,2016,0101,009,221,1,,,,,,5
09,004,0001,090040001344,2,09-004-0001-00,00025,51,04,09004000134401,01,1,1,58,08,2018,0102,009,221,1,,,,,,5
09,004,0001,090040001362,2,09-004-0001-00,00025,51,04,09004000136201,01,1,3,18,09,2017,0401,009,415,2,,,,,,5
09,004,0001,090040001377,2,09-004-0001-00,00025,51,04,09004000137701,01,1,1,19,02,2019,0501,009,221,3,99,9999,9999,9,,5
09,004,0001,090040001393,2,09-004-0001-00,00025,51,99,09004000139301,01,1,1,30,10,2017,0109,009,330,3,11,2019,9999,9,,5
09,004,0001,090040001458,2,09-004-0001-00,00029,98,04,09004000145801,01,1,1,25,06,2019,0501,009,221,1,,,,,,5
09,004,0001,090040001467,2,09-004-0001-00,00031,21,01,09004000146701,01,1,3,40,10,2017,0102,009,221,3,11,2017,9999,1,01,5
09,004,0000,090040001730,2,09-004-0000-06,00001,5,01,09004000173001,01,1,3,21,08,2017,0501,009,315,2,,,,,,3
09,004,0000,090040001744,2,09-004-0000-06,00002,4,02,09004000174401,02,1,3,30,09,2017,9999,009,239,3,09,2017,0301,1,04,3
09,004,0000,090040001744,2,09-004-0000-06,00002,4,02,09004000174402,01,1,1,33,09,2017,0101,009,230,3,12,2017,0301,1,03,3
09,004,0000,090040001788,2,09-004-0000-06,00003,4,01,09004000178801,01,1,1,25,99,9999,9999,999,999,9,,,,,,3
09,004,0000,090040001794,2,09-004-0000-06,00003,4,01,09004000179401,01,1,1,33,07,2018,0101,009,415,3,11,2018,0102,1,03,3
09,004,0000,090040001858,2,09-004-0000-06,00003,4,02,09004000185801,01,1,3,25,01,2020,0102,009,436,2,,,,,,3
09,004,0000,090040001858,2,09-004-0000-06,00003,4,02,09004000185802,02,1,3,17,07,2017,0501,009,436,2,,,,,,3
09,004,0000,090040002689,2,09-004-0000-06,00017,7,01,09004000268901,01,1,3,37,02,2020,0101,009,221,1,,,,,,3
09,004,0000,090040002725,2,09-004-0000-06,00017,7,01,09004000272501,01,1,3,21,09,2015,0501,009,425,3,08,2019,0301,1,03,3
09,004,0000,090040002779,2,09-004-0000-06,00017,7,02,09004000277901,01,1,1,32,11,2017,0101,009,325,2,,,,,,3
09,004,0000,090040002780,2,09-004-0000-06,00017,7,02,09004000278001,01,1,1,34,10,2018,0101,009,302,2,,,,,,3
09,004,0000,090040002890,2,09-004-0000-06,00020,4,02,09004000289001,01,1,1,37,99,9999,9999,999,999,9,,,,,,3
09,004,0000,090040003053,2,09-004-0000-06,00026,4,01,09004000305301,01,1,1,29,10,2016,0101,009,221,3,08,2017,0301,1,03,3
09,005,0001,090050000084,2,09-005-0001-00,00004,57,02,09005000008401,02,1,1,18,05,2016,1001,009,204,3,05,2018,1001,1,03,5
09,005,0001,090050000084,2,09-005-0001-00,00004,57,02,09005000008402,03,1,1,18,01,2019,1001,009,237,2,,,,,,5
09,005,0001,090050000084,2,09-005-0001-00,00004,57,02,09005000008403,01,1,3,19,06,2015,1001,009,237,3,01,2017,1001,3,,5
09,005,0001,090050000286,2,09-005-0001-00,00007,58,02,09005000028601,01,1,1,29,01,2019,0101,009,221,1,,,,,,5
09,005,0001,090050000293,2,09-005-0001-00,00007,58,02,09005000029301,01,1,1,28,11,2017,0101,009,217,2,,,,,,5
09,005,0001,090050000334,2,09-005-0001-00,00008,58,01,09005000033401,01,1,1,26,05,2017,0501,009,213,2,,,,,,5
09,005,0001,090050000355,2,09-005-0001-00,00009,59,02,09005000035501,01,1,3,23,09,2018,0501,009,415,2,,,,,,5
09,005,0001,090050000363,2,09-005-0001-00,00009,59,01,09005000036301,01,1,3,19,99,9999,9999,999,999,9,,,,,,5
09,005,0001,090050000364,2,09-005-0001-00,00009,59,01,09005000036401,01,1,3,48,10,2018,0102,009,237,3,08,2019,0301,1,07,5
09,005,0001,090050000475,2,09-005-0001-00,00013,61,01,09005000047501,01,1,1,30,07,2019,0102,009,221,1,,,,,,5
09,005,0001,090050000556,2,09-005-0001-00,00015,58,04,09005000055601,01,1,3,31,12,2018,0301,009,219,2,,,,,,5
09,005,0001,090050000576,2,09-005-0001-00,00015,58,04,09005000057601,01,1,1,30,06,2015,0102,009,425,3,12,2015,0301,1,02,5
09,005,0001,090050000702,2,09-005-0001-00,00016,58,04,09005000070201,01,1,3,37,08,2018,0102,009,221,1,,,,,,5
09,005,0001,090050000798,2,09-005-0001-00,00017,58,04,09005000079801,01,1,3,25,12,2015,0102,009,221,1,,,,,,5
09,005,0001,090050000998,2,09-005-0001-00,00020,58,02,09005000099801,01,1,1,999,99,9999,9999,999,999,9,,,,,,5
09,005,0001,090050001003,2,09-005-0001-00,00020,58,04,09005000100301,01,1,3,28,01,2019,0501,009,415,2,,,,,,5
09,005,0001,090050001014,2,09-005-0001-00,00020,58,04,09005000101401,01,1,3,24,06,2017,0301,009,214,2,,,,,,5
09,005,0001,090050001020,2,09-005-0001-00,00021,58,04,09005000102001,01,1,1,25,09,2015,0501,009,419,2,,,,,,5
09,005,0001,090050001020,2,09-005-0001-00,00021,58,04,09005000102002,02,1,1,26,09,2016,0501,009,213,2,,,,,,5
09,005,0001,090050001025,2,09-005-0001-00,00021,58,04,09005000102501,01,1,3,26,05,2016,0501,009,415,3,08,2016,0501,1,04,5
09,005,0001,090050001109,2,09-005-0001-00,00024,62,01,09005000110901,01,1,3,29,12,2018,0101,009,221,1,,,,,,5
09,005,0001,090050001131,2,09-005-0001-00,00025,58,02,09005000113101,01,1,3,20,12,2019,0101,009,221,1,,,,,,5
09,005,0001,090050001466,2,09-005-0001-00,00033,60,01,09005000146601,01,1,1,999,99,9999,9999,999,999,9,,,,,,5
09,005,0001,090050001488,2,09-005-0001-00,00033,60,01,09005000148801,01,1,1,17,05,2017,0501,009,501,3,01,2018,0301,1,06,5
09,005,0001,090050001742,2,09-005-0001-00,00036,68,02,09005000174201,01,1,1,34,05,2016,0101,009,221,1,,,,,,5
09,005,0001,090050001818,2,09-005-0001-00,00039,58,02,09005000181801,01,1,3,32,03,2019,0501,009,402,2,,,,,,5
09,005,0001,090050001837,2,09-005-0001-00,00039,58,04,09005000183701,01,1,1,48,09,2015,0101,009,221,1,,,,,,5
09,005,0001,090050001837,2,09-005-0001-00,00039,58,04,09005000183702,02,1,1,12,09,2015,0101,009,221,1,,,,,,5
09,005,0001,090050001928,2,09-005-0001-00,00039,58,02,09005000192801,01,1,1,25,11,2019,0101,016,221,1,,,,,,5
09,005,0001,090050002416,2,09-005-0001-00,00050,66,02,09005000241601,01,1,1,32,11,2017,0301,009,221,1,,,,,,5
09,005,0001,090050002416,2,09-005-0001-00,00050,66,02,09005000241602,02,1,3,29,11,2017,0301,009,221,1,,,,,,5
09,005,0001,090050002416,2,09-005-0001-00,00050,66,02,09005000241603,03,1,3,11,11,2017,0301,009,221,1,,,,,,5
09,005,0001,090050002416,2,09-005-0001-00,00050,66,02,09005000241604,04,1,1,10,11,2015,0301,009,221,1,,,,,,5
09,005,0001,090050002416,2,09-005-0001-00,00050,66,02,09005000241605,05,1,3,5,11,2017,0301,009,221,1,,,,,,5
09,005,0001,090050002727,2,09-005-0001-00,00056,61,04,09005000272701,01,1,1,20,02,2020,0501,009,213,2,,,,,,5
09,005,0001,090050002752,2,09-005-0001-00,00056,61,04,09005000275201,01,1,1,999,99,9999,9999,999,999,9,,,,,,5
09,005,0001,090050003029,2,09-005-0001-00,00063,63,01,09005000302901,01,1,3,26,03,2015,0401,009,446,3,99,9999,9999,9,,5
09,005,0001,090050003029,2,09-005-0001-00,00063,63,01,09005000302902,02,1,1,33,03,2015,0401,009,446,3,99,9999,9999,9,,5
09,005,0001,090050003029,2,09-005-0001-00,00063,63,01,09005000302903,03,1,1,1,03,2015,0301,009,999,3,99,9999,9999,9,,5
09,005,0001,090050003095,2,09-005-0001-00,00064,58,01,09005000309501,01,1,1,999,99,9999,9999,999,999,9,,,,,,5
09,005,0001,090050003120,2,09-005-0001-00,00064,58,01,09005000312001,01,1,1,21,08,2017,0501,009,419,2,,,,,,5
09,005,0001,090050003127,2,09-005-0001-00,00065,58,01,09005000312701,02,1,1,20,07,2018,0101,009,221,1,,,,,,5
09,005,0001,090050003132,2,09-005-0001-00,00065,58,01,09005000313201,01,1,3,25,03,2016,0401,009,221,1,,,,,,5
09,005,0001,090050003133,2,09-005-0001-00,00065,58,01,09005000313301,01,1,1,31,01,2019,0102,009,419,2,,,,,,5
09,005,0001,090050003225,2,09-005-0001-00,00067,59,03,09005000322501,01,1,1,27,03,2015,0301,009,221,1,,,,,,5
09,005,0001,090050003324,2,09-005-0001-00,00070,60,02,09005000332401,01,1,1,18,10,2018,1001,009,211,2,,,,,,5
09,005,0001,090050003368,2,09-005-0001-00,00071,59,01,09005000336801,01,1,3,27,02,2020,0101,009,402,2,,,,,,5
09,005,0001,090050003413,2,09-005-0001-00,00074,58,02,09005000341301,01,1,3,1,03,2019,0306,009,221,1,,,,,,5
09,005,0001,090050003450,2,09-005-0001-00,00075,58,04,09005000345001,01,1,1,14,05,2019,0301,009,221,1,,,,,,5
09,005,0001,090050003545,2,09-005-0001-00,00075,58,02,09005000354501,01,1,3,42,11,2016,0102,009,438,2,,,,,,5
09,005,0001,090050003545,2,09-005-0001-00,00075,58,02,09005000354502,02,1,1,28,11,2016,0102,009,438,2,,,,,,5
09,005,0001,090050003877,2,09-005-0001-00,00083,57,02,09005000387701,01,1,3,12,08,2015,0501,009,408,2,,,,,,5
09,005,0001,090050004020,2,09-005-0001-00,00087,57,01,09005000402001,01,1,3,2,01,2019,0306,009,439,2,,,,,,5
09,005,0001,090050004080,2,09-005-0001-00,00090,60,01,09005000408001,01,1,3,23,11,2019,0401,009,213,2,,,,,,5
09,005,0001,090050004083,2,09-005-0001-00,00090,60,01,09005000408301,01,1,1,24,99,9999,9999,999,999,9,,,,,,5
09,005,0001,090050004135,2,09-005-0001-00,00094,57,02,09005000413501,01,1,1,83,02,2019,0101,009,221,3,02,2020,0102,1,01,5
09,005,0001,090050004336,2,09-005-0001-00,00101,59,01,09005000433601,01,1,3,35,10,2015,0501,009,419,2,,,,,,5
09,005,0001,090050004536,2,09-005-0001-00,00109,61,04,09005000453601,01,1,1,28,01,2019,0101,009,221,1,,,,,,5
09,005,0001,090050004576,2,09-005-0001-00,00110,57,04,09005000457601,01,1,3,24,10,2016,0102,027,219,2,,,,,,5
09,005,0001,090050004593,2,09-005-0001-00,00111,68,02,09005000459301,01,1,3,24,03,2019,0501,009,313,3,07,2019,0101,1,03,5
09,005,0001,090050004627,2,09-005-0001-00,00112,58,04,09005000462701,01,1,1,33,12,2019,0102,009,204,2,,,,,,5
09,005,0001,090050004644,2,09-005-0001-00,00113,57,04,09005000464401,02,1,1,29,08,2019,0501,009,419,3,11,2019,0501,1,04,5
09,005,0001,090050004644,2,09-005-0001-00,00113,57,04,09005000464402,01,1,3,31,09,2019,0501,009,419,3,11,2019,0501,1,03,5
09,005,0001,090050004650,2,09-005-0001-00,00113,57,01,09005000465001,01,1,1,30,08,2015,0501,009,439,3,12,2015,0301,3,,5
09,005,0001,090050004728,2,09-005-0001-00,00116,60,01,09005000472801,01,1,1,28,09,2017,0501,999,221,1,,,,,,5
09,005,0001,090050004728,2,09-005-0001-00,00116,60,01,09005000472802,02,1,3,28,09,2018,0501,999,221,1,,,,,,5
09,005,0001,090050004735,2,09-005-0001-00,00116,60,01,09005000473501,01,1,1,28,09,2016,0501,009,204,2,,,,,,5
09,005,0001,090050004919,2,09-005-0001-00,00121,57,02,09005000491901,01,1,1,22,11,2019,0101,009,213,2,,,,,,5
09,005,0001,090050004922,2,09-005-0001-00,00121,57,02,09005000492201,01,1,3,18,05,2018,0301,001,221,1,,,,,,5
09,005,0001,090050005014,2,09-005-0001-00,00127,63,02,09005000501401,01,1,3,24,02,2020,0401,999,999,9,,,,,,5
09,005,0001,090050005287,2,09-005-0001-00,00138,58,01,09005000528701,01,1,3,29,01,2019,0101,009,221,1,,,,,,5
09,005,0001,090050005326,2,09-005-0001-00,00139,59,02,09005000532601,01,1,3,28,03,2017,0401,009,213,2,,,,,,5
09,005,0001,090050005344,2,09-005-0001-00,00140,65,04,09005000534401,01,1,1,35,04,2017,0102,009,213,3,11,2017,0103,3,,5
09,005,0001,090050005344,2,09-005-0001-00,00140,65,04,09005000534402,02,1,3,37,05,2019,9999,009,213,3,08,2019,9999,1,01,5
09,006,0001,090060000157,2,09-006-0001-00,00003,20,04,09006000015701,01,1,1,29,09,2019,0102,009,221,1,,,,,,5
09,006,0001,090060000202,2,09-006-0001-00,00004,20,02,09006000020201,01,1,1,32,03,2019,0101,009,213,2,,,,,,5
09,006,0001,090060000268,2,09-006-0001-00,00005,20,02,09006000026801,01,1,1,17,01,2016,0501,009,213,2,,,,,,5
09,006,0001,090060000480,2,09-006-0001-00,00008,23,04,09006000048001,01,1,1,21,06,2016,0102,009,221,1,,,,,,5
09,006,0001,090060000720,2,09-006-0001-00,00016,24,04,09006000072001,01,1,3,27,11,2019,0102,009,221,1,,,,,,5
09,006,0001,090060000896,2,09-006-0001-00,00024,25,02,09006000089601,01,1,1,40,08,2016,0402,009,250,2,,,,,,5
09,006,0001,090060000896,2,09-006-0001-00,00024,25,02,09006000089602,02,1,3,40,01,2018,0301,009,415,2,,,,,,5
09,006,0001,090060000924,2,09-006-0001-00,00025,23,01,09006000092401,01,1,3,29,01,2019,0501,009,423,3,12,2019,0809,1,03,5
09,006,0001,090060000981,2,09-006-0001-00,00026,20,01,09006000098101,01,1,1,26,10,2017,0501,999,999,9,,,,,,5
09,006,0001,090060001050,2,09-006-0001-00,00027,23,04,09006000105001,01,1,3,34,01,2019,0401,009,221,3,03,2019,0401,1,02,5
09,006,0001,090060001050,2,09-006-0001-00,00027,23,04,09006000105002,02,1,1,34,09,2018,0102,009,221,3,04,2019,0301,1,01,5
09,006,0001,090060001122,2,09-006-0001-00,00027,23,04,09006000112201,01,1,1,25,04,2019,0101,009,520,2,,,,,,5
09,006,0001,090060001123,2,09-006-0001-00,00027,23,04,09006000112301,01,1,1,18,10,2018,0301,009,221,1,,,,,,5
09,006,0001,090060001123,2,09-006-0001-00,00027,23,04,09006000112302,02,1,1,14,10,2018,0301,009,221,1,,,,,,5
09,006,0001,090060001163,2,09-006-0001-00,00027,23,04,09006000116301,01,1,3,20,99,2016,0301,009,236,3,11,2018,0301,3,,5
09,006,0001,090060001331,2,09-006-0001-00,00029,22,02,09006000133101,01,1,1,45,01,2016,0101,009,221,1,,,,,,5
09,006,0001,090060001350,2,09-006-0001-00,00029,22,04,09006000135001,01,1,1,20,08,2015,0501,009,214,3,08,2016,0501,3,,5
09,006,0001,090060001668,2,09-006-0001-00,00041,21,04,09006000166801,01,1,1,20,12,2019,0501,009,221,1,,,,,,5
09,006,0001,090060001668,2,09-006-0001-00,00041,21,04,09006000166802,02,1,1,24,12,2019,0501,009,221,3,01,2020,0301,3,,5
09,006,0001,090060001692,2,09-006-0001-00,00043,20,04,09006000169201,01,1,1,22,09,2017,0501,009,415,2,,,,,,5
09,006,0001,090060001739,2,09-006-0001-00,00044,20,02,09006000173901,01,1,3,25,12,2017,0501,009,439,2,,,,,,5
09,006,0001,090060001817,2,09-006-0001-00,00046,20,02,09006000181701,01,1,3,27,09,2017,0101,009,221,1,,,,,,5
09,006,0001,090060001817,2,09-006-0001-00,00046,20,02,09006000181702,02,1,1,30,09,2017,0101,009,221,1,,,,,,5
09,006,0001,090060001817,2,09-006-0001-00,00046,20,02,09006000181703,03,1,1,10,09,2017,0301,009,221,1,,,,,,5
09,006,0001,090060001840,2,09-006-0001-00,00046,20,04,09006000184001,01,1,1,999,99,9999,9999,999,999,9,,,,,,5
09,006,0001,090060001857,2,09-006-0001-00,00046,20,01,09006000185701,01,1,1,28,06,2016,0102,009,445,2,,,,,,5
09,006,0001,090060002071,2,09-006-0001-00,00051,21,01,09006000207101,01,1,3,28,07,2015,0501,009,415,2,,,,,,5
09,006,0001,090060002086,2,09-006-0001-00,00051,21,01,09006000208601,01,1,3,999,99,9999,9999,999,999,9,,,,,,5
09,006,0001,090060002227,2,09-006-0001-00,00055,21,01,09006000222701,01,1,1,25,07,2017,0101,009,221,1,,,,,,5
09,006,0001,090060002394,2,09-006-0001-00,00061,20,05,09006000239401,01,1,1,19,09,2015,0301,009,221,1,,,,,,5
09,006,0001,090060002435,2,09-006-0001-00,00062,20,02,09006000243501,01,1,1,16,08,2015,0501,009,415,2,,,,,,5
09,006,0001,090060002438,2,09-006-0001-00,00062,20,05,09006000243801,01,1,3,27,99,9999,9999,999,999,9,,,,,,5
09,006,0001,090060002466,2,09-006-0001-00,00063,22,02,09006000246601,01,1,3,20,08,2015,0501,009,213,3,02,2016,0501,1,02,5
09,006,0001,090060002492,2,09-006-0001-00,00063,22,01,09006000249201,01,1,1,43,04,2018,0409,009,216,3,05,2018,0301,1,01,5
09,006,0001,090060002556,2,09-006-0001-00,00065,21,05,09006000255601,01,1,1,33,08,2015,0301,009,221,1,,,,,,5
09,006,0001,090060002593,2,09-006-0001-00,00067,22,04,09006000259301,01,1,1,25,05,2015,0501,009,439,2,,,,,,5
09,006,0001,090060002593,2,09-006-0001-00,00067,22,04,09006000259302,02,1,1,27,03,2017,0102,009,213,2,,,,,,5
09,006,0001,090060002718,2,09-006-0001-00,00074,20,02,09006000271801,01,1,1,31,05,2016,0101,009,221,1,,,,,,5
09,006,0001,090060002837,2,09-006-0001-00,00074,20,02,09006000283701,01,1,1,30,06,2015,0102,009,214,2,,,,,,5
09,006,0001,090060002909,2,09-006-0001-00,00078,23,01,09006000290901,01,1,3,58,06,2015,0403,009,221,3,02,2018,0301,1,01,5
09,006,0001,090060003276,2,09-006-0001-00,00087,20,01,09006000327601,01,1,1,24,11,2016,0501,009,408,2,,,,,,5
09,006,0001,090060003593,2,09-006-0001-00,00099,24,02,09006000359301,01,1,1,37,07,2017,0101,009,221,1,,,,,,5
09,006,0001,090060003713,2,09-006-0001-00,00104,20,04,09006000371301,01,1,3,27,02,2020,0101,009,221,1,,,,,,5
09,006,0001,090060003859,2,09-006-0001-00,00107,20,01,09006000385901,01,1,1,29,07,2016,0501,009,213,2,,,,,,5
09,006,0001,090060003882,2,09-006-0001-00,00108,21,01,09006000388201,01,1,3,43,06,2019,0301,009,214,2,,,,,,5
09,006,0001,090060003988,2,09-006-0001-00,00113,19,01,09006000398801,01,1,1,45,05,2016,0101,009,221,3,08,2019,0101,3,,5
09,006,0001,090060004000,2,09-006-0001-00,00114,20,01,09006000400001,01,1,3,999,99,9999,9999,999,999,9,,,,,,5
09,006,0001,090060004013,2,09-006-0001-00,00114,20,01,09006000401301,01,1,3,27,09,2019,0401,009,419,2,,,,,,5
09,006,0001,090060004024,2,09-006-0001-00,00114,20,02,09006000402401,01,1,3,29,02,2019,0109,009,214,3,05,2019,0109,3,,5
09,006,0001,090060004045,2,09-006-0001-00,00116,20,01,09006000404501,01,1,1,50,05,2015,0101,009,221,1,,,,,,5
09,006,0001,090060004045,2,09-006-0001-00,00116,20,01,09006000404502,02,1,1,20,05,2015,0101,009,221,1,,,,,,5
09,006,0001,090060004045,2,09-006-0001-00,00116,20,01,09006000404503,03,1,3,45,05,2015,0101,009,221,1,,,,,,5
09,006,0001,090060004054,2,09-006-0001-00,00116,20,01,09006000405401,02,1,1,22,04,2015,0501,009,100,2,,,,,,5
09,006,0001,090060004054,2,09-006-0001-00,00116,20,01,09006000405402,01,1,1,25,04,2015,0501,009,221,1,,,,,,5
09,006,0001,090060004502,2,09-006-0001-00,00144,19,01,09006000450201,01,1,3,32,05,2018,0501,009,439,2,,,,,,5
09,006,0001,090060004508,2,09-006-0001-00,00144,19,02,09006000450801,01,1,1,999,99,9999,9999,999,999,9,,,,,,5
09,006,0001,090060004677,2,09-006-0001-00,00145,21,04,09006000467701,01,1,1,40,12,2016,0101,009,211,3,05,2019,0101,1,01,5
09,006,0001,090060004950,2,09-006-0001-00,00151,20,04,09006000495001,01,1,1,37,06,2015,0101,009,214,3,05,2019,0102,1,02,5
09,006,0001,090060004956,2,09-006-0001-00,00151,20,04,09006000495601,01,1,3,22,02,2018,0501,009,313,3,07,2018,0501,1,02,5
09,006,0001,090060005311,2,09-006-0001-00,00160,19,04,09006000531101,01,1,1,25,09,2018,0601,009,402,2,,,,,,5
09,007,0001,090070000055,2,09-007-0001-00,00002,88,01,09007000005501,01,1,1,25,08,2019,0501,009,313,2,,,,,,5
09,007,0001,090070000083,2,09-007-0001-00,00002,88,01,09007000008301,01,1,3,23,06,2016,0501,009,415,3,08,2017,0501,1,06,5
09,007,0001,090070000093,2,09-007-0001-00,00002,88,04,09007000009301,01,1,1,25,99,9999,9999,999,999,9,,,,,,5
09,007,0001,090070000349,2,09-007-0001-00,00009,82,02,09007000034901,01,1,1,46,10,2019,0102,028,213,2,,,,,,5
09,007,0001,090070000370,2,09-007-0001-00,00011,79,01,09007000037001,01,1,1,30,12,2019,0101,009,221,3,03,2020,0101,3,,5
09,007,0001,090070000407,2,09-007-0001-00,00013,85,04,09007000040701,01,1,1,29,06,2019,0102,009,213,3,12,2019,0102,3,,5
09,007,0001,090070000696,2,09-007-0001-00,00024,102,01,09007000069601,01,1,1,38,03,2017,0102,009,221,1,,,,,,5
09,007,0001,090070000715,2,09-007-0001-00,00025,79,01,09007000071501,01,1,3,999,99,9999,9999,999,999,9,,,,,,5
09,007,0001,090070000807,2,09-007-0001-00,00026,87,01,09007000080701,01,1,1,33,12,2019,0101,009,221,1,,,,,,5
09,007,0001,090070000807,2,09-007-0001-00,00026,87,01,09007000080702,02,1,3,33,12,2019,0101,009,221,1,,,,,,5
09,007,0001,090070000842,2,09-007-0001-00,00028,80,01,09007000084201,01,1,3,31,12,2016,0501,009,423,2,,,,,,5
09,007,0001,090070000850,2,09-007-0001-00,00028,80,01,09007000085001,01,1,3,31,01,2019,0401,009,402,2,,,,,,5
09,007,0001,090070000854,2,09-007-0001-00,00028,80,01,09007000085401,01,1,3,42,10,2019,0301,009,419,2,,,,,,5
09,007,0001,090070000876,2,09-007-0001-00,00029,82,01,09007000087601,01,1,3,23,06,2017,0401,009,313,2,,,,,,5
09,007,0001,090070001440,2,09-007-0001-00,00039,83,04,09007000144001,01,1,1,28,03,2016,0101,009,221,1,,,,,,5
09,007,0001,090070001442,2,09-007-0001-00,00039,83,04,09007000144201,01,1,3,55,08,2017,0102,015,431,2,,,,,,5
09,007,0001,090070001447,2,09-007-0001-00,00039,83,04,09007000144701,01,1,1,25,09,2017,0501,009,439,2,,,,,,5
09,007,0001,090070001482,2,09-007-0001-00,00043,79,01,09007000148201,01,1,1,26,09,2018,0102,009,213,2,,,,,,5
09,007,0001,090070001482,2,09-007-0001-00,00043,79,01,09007000148202,02,1,3,23,11,2019,0501,009,216,2,,,,,,5
09,007,0001,090070001545,2,09-007-0001-00,00046,83,04,09007000154501,02,1,1,24,08,2019,0501,009,213,3,09,2019,0509,1,02,5
09,007,0001,090070001571,2,09-007-0001-00,00049,81,02,09007000157101,01,1,3,29,03,2019,0101,009,221,3,12,2019,0301,1,03,5
09,007,0001,090070001785,2,09-007-0001-00,00054,94,01,09007000178501,01,1,3,42,04,2015,0101,015,221,3,11,2017,0301,1,02,5
